Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
,Medium,16-07-2020 ,13:45:33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,13:58:48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,14:06:21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,14:21:08,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,14:41:17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,14:43:40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,14:48:26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,14:49:47,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,14:55:35,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,15:02:48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,20:16:04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,16-07-2020 ,21:16:14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
