Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
2020-07-23 18:17:11,SK Global,a,0T73I2006T5W
,6530300200224000431
,3.00,58.00,0.04,NG,3.00,5.40,0.02,NG,2.17,OK,NG
2020-07-23 18:20:47,SK Global,a,0T73I2006T5W
,6530300200224000431
,3.00,58.00,0.04,NG,3.00,5.40,0.02,NG,2.06,OK,NG
