Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
2020-08-04 16:54:28,SK Medium,a,0UD8I205PW7W,6003103-U8211-N0P0002810211,3.00,58.00,0.02,NG,3.00,5.40,0.02,NG,1.00,OK,NG
2020-08-04 16:57:57,SK Medium,a,0UD8I200HT7W,6003103-U8211-N0P0002230211,3.00,58.00,0.04,NG,3.00,5.40,0.02,NG,1.00,OK,NG
2020-08-04 17:02:54,SK Medium,a,0UD8I204YW7W,6003103-U8211-N0P0001690211,3.00,58.00,0.05,NG,3.00,5.40,0.01,NG,0.99,OK,NG
2020-08-04 17:04:59,SK Medium,a,0UD8I204EW7W,6003103-U8211-N0P0001500211,3.00,58.00,0.05,NG,3.00,5.40,0.04,NG,0.99,OK,NG
2020-08-04 17:06:53,SK Medium,a,0UD8I202WW7W,6003103-U8211-N0P0000510211,3.00,58.00,0.04,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-04 17:09:07,SK Medium,a,0UD8I202NW7W,6003103-U8211-N0P0000520211,3.00,58.00,0.04,NG,3.00,5.40,0.07,NG,1.00,OK,NG
2020-08-04 17:14:05,SK Medium,a,0UD8I2028W7W,6003103-U8211-N0P0002270211,3.00,58.00,5.07,OK,3.00,5.40,5.03,OK,0.98,OK,NG
2020-08-04 17:17:28,SK Medium,a,0UD8I202CW7W,6003103-U8211-N0P0000430211,3.00,58.00,5.05,OK,3.00,5.40,5.03,OK,1.00,OK,NG
2020-08-04 17:25:09,SK Medium,a,0UD8I202HW7W,6003103-U8211-N0P0001490211,3.00,58.00,0.05,NG,3.00,5.40,0.04,NG,1.00,OK,NG
2020-08-04 17:31:44,SK Medium,a,0UD8I202BW7W,6003103-U8211-N0P0002440211,3.00,58.00,5.02,OK,3.00,5.40,5.03,OK,0.99,OK,NG
2020-08-04 17:41:00,SK Medium,a,0UD8I2025W7W,6003103-U8211-N0P0000500211,3.00,58.00,0.06,NG,3.00,5.40,0.04,NG,0.98,OK,NG
2020-08-04 17:44:20,SK Medium,a,0UD8I2026W7W,6003103-U8211-N0P0001470211,3.00,58.00,0.04,NG,3.00,5.40,0.03,NG,0.98,OK,NG
2020-08-04 17:52:20,SK Medium,a,0UD8I202+W7W,6003103-U8211-N0P0003390211,3.00,58.00,0.05,NG,3.00,5.40,0.03,NG,0.96,OK,NG
2020-08-04 17:53:53,SK Medium,a,0UD8I204ZW7W,6003103-U8211-N0P0000410211,3.00,58.00,0.06,NG,3.00,5.40,0.04,NG,0.99,OK,NG
2020-08-04 17:56:20,SK Medium,a,0UD8I202ZW7W,6003103-U8211-N0P0001950211,3.00,58.00,0.08,NG,3.00,5.40,0.04,NG,1.00,OK,NG
2020-08-04 18:02:38,SK Medium,a,0UD8I204WW7W,6003103-U8211-N0P0001810211,3.00,58.00,-0.02,NG,3.00,5.40,0.02,NG,1.00,OK,NG
2020-08-04 18:10:50,SK Medium,a,0UD8I204BW7W,6003103-U8211-N0P0000530211,3.00,58.00,0.04,NG,3.00,5.40,-0.01,NG,1.00,OK,NG
2020-08-04 18:12:16,SK Medium,a,0UD8I204VW7W,6003103-U8211-N0P0002010211,3.00,58.00,0.08,NG,3.00,5.40,0.04,NG,1.00,OK,NG
2020-08-04 18:15:57,SK Medium,a,0UD8I201TW7W,6003103-U8211-N0P0000180211,3.00,58.00,0.04,NG,3.00,5.40,0.04,NG,1.00,OK,NG
2020-08-04 18:21:52,SK Medium,a,0UD8I204NW7W,6003103-U8211-N0P0000220211,3.00,58.00,0.04,NG,3.00,5.40,0.05,NG,0.99,OK,NG
2020-08-04 18:24:45,SK Medium,a,0UD8I204LW7W,6003103-U8211-N0P0001530211,3.00,58.00,0.06,NG,3.00,5.40,0.03,NG,1.00,OK,NG
2020-08-04 18:27:43,SK Medium,a,0UD8I204HW7W,6003103-U8211-N0P0002000211,3.00,58.00,0.05,NG,3.00,5.40,0.03,NG,0.96,OK,NG
2020-08-04 18:48:15,SK Medium,a,0UD8I206HW7W,6003103-U8211-N0P0001550211,3.00,58.00,5.03,OK,3.00,5.40,5.03,OK,1.01,OK,NG
2020-08-04 18:55:05,SK Medium,a,0UD8I209XW7W,6003103-U8211-N0P0002760211,3.00,58.00,0.04,NG,3.00,5.40,-0.04,NG,0.99,OK,NG
2020-08-04 18:57:19,SK Medium,a,0UD8I202TW7W,6003103-U8211-N0P0000140211,3.00,58.00,0.05,NG,3.00,5.40,0.09,NG,1.00,OK,NG
2020-08-04 19:02:30,SK Medium,a,0UD8I207YW7W,6003103-U8211-N0P0002040211,3.00,58.00,5.03,OK,3.00,5.40,5.03,OK,1.00,OK,NG
2020-08-04 19:09:42,SK Medium,a,0UD8I201NW7W,6003103-U8211-N0P0000960211,3.00,58.00,0.04,NG,3.00,5.40,0.03,NG,0.97,OK,NG
2020-08-04 19:15:03,SK Medium,a,0UD8I207RW7W,6003103-U8211-N0P0000870211,3.00,58.00,0.11,NG,3.00,5.40,0.05,NG,0.96,OK,NG
2020-08-04 19:22:48,SK Medium,a,0UD8I203SW7W,6003103-U8211-N0P0000080211,3.00,58.00,0.04,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-04 19:26:16,SK Medium,a,0UD8I201ET7W,6003103-U8211-N0P0000090211,3.00,58.00,0.04,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-04 19:29:02,SK Medium,a,0UD8I203KW7W,6003103-U8211-N0P0000840211,3.00,58.00,0.09,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-04 19:30:45,SK Medium,a,0UD8I200IT7W,6003103-U8211-N0P0003240211,3.00,58.00,0.03,NG,3.00,5.40,0.03,NG,1.00,OK,NG
2020-08-04 19:44:10,SK Medium,a,0UD8I203IW7W,6003103-U8211-N0P0001410211,3.00,58.00,0.04,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-04 19:51:09,SK Medium,a,0UD8I2062W7W,6003103-U8211-N0P0001780211,3.00,58.00,5.03,OK,3.00,5.40,5.03,OK,1.01,OK,NG
2020-08-04 19:58:12,SK Medium,a,0UD8I203TW7W,6003103-U8211-N0P0001860211,3.00,58.00,5.02,OK,3.00,5.40,5.03,OK,0.98,OK,NG
2020-08-04 20:06:54,SK Medium,a,0UD8I209KW7W,6003103-U8211-N0P0003210211,3.00,58.00,0.05,NG,3.00,5.40,0.03,NG,0.98,OK,NG
2020-08-04 20:10:10,SK Medium,a,0UD8I209JW7W,6003103-U8211-N0P0002430211,3.00,58.00,0.04,NG,3.00,5.40,-0.03,NG,0.99,OK,NG
2020-08-04 20:55:13,SK Medium,a,0UD8I203HW7W,6003103-U8211-N0P0002470211,3.00,58.00,-0.01,NG,3.00,5.40,0.04,NG,1.01,OK,NG
2020-08-04 20:58:52,SK Medium,a,0UD8I203LW7W,6003103-U8211-N0P0003320211,3.00,58.00,5.06,OK,3.00,5.40,5.02,OK,1.00,OK,NG
2020-08-04 21:03:06,SK Medium,a,0UD8I203PW7W,6003103-U8211-N0P0002950211,3.00,58.00,5.03,OK,3.00,5.40,0.11,NG,0.99,OK,NG
2020-08-04 21:04:36,SK Medium,a,0UD8I203NW7W,6003103-U8211-N0P0001750211,3.00,58.00,0.05,NG,3.00,5.40,0.04,NG,0.99,OK,NG
2020-08-04 21:17:34,SK Medium,a,0UD8I203BW7W,6003103-U8211-N0P0002940211,3.00,58.00,0.05,NG,3.00,5.40,0.03,NG,1.00,OK,NG
2020-08-04 21:20:16,SK Medium,a,0UD8I201FT7W,6003103-U8211-N0P0001740211,3.00,58.00,0.05,NG,3.00,5.40,0.04,NG,0.99,OK,NG
