Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
2020-07-23 17:44:33,SK Medium,a,0MVFI201ET5W
,,3.00,58.00,0.06,NG,3.00,5.40,0.05,NG,0.92,OK,NG
2020-07-23 17:45:55,SK Medium,a,0MVFI201ET5W
,,3.00,58.00,0.05,NG,3.00,5.40,0.06,NG,0.92,OK,NG
