Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
2020-08-05 21:55:18,SK Medium,a,0UD8I201KW7W,6003103-U8211-N0P0001020211,3.00,58.00,0.05,NG,3.00,5.40,0.04,NG,0.99,OK,NG
2020-08-05 21:57:00,SK Medium,a,0UD8I20B1W7W,6003103-U8211-N0P0000990211,3.00,58.00,0.02,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-05 22:15:24,SK Medium,a,0UD8I2059W7W,6003103-U8211-N0P0001340211,3.00,58.00,0.04,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-05 22:18:04,SK Medium,a,0UD8I205VW7W,6003103-U8211-N0P0000920211,3.00,58.00,0.05,NG,3.00,5.40,0.03,NG,1.00,OK,NG
2020-08-05 22:21:01,SK Medium,a,0UD8I207NW7W,6003103-U8211-N0P0001120211,3.00,58.00,0.00,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-05 22:23:45,SK Medium,a,0UD8I2058W7W,6003103-U8211-N0P0001330211,3.00,58.00,0.08,NG,3.00,5.40,0.04,NG,1.00,OK,NG
2020-08-05 22:27:20,SK Medium,a,0UD8I207MW7W,6003103-U8211-N0P0001200211,3.00,58.00,0.04,NG,3.00,5.40,0.06,NG,0.99,OK,NG
2020-08-05 22:33:06,SK Medium,a,0UD8I20BKW7W,6003103-U8211-N0P0001190211,3.00,58.00,0.05,NG,3.00,5.40,0.03,NG,0.99,OK,NG
2020-08-05 22:35:28,SK Medium,a,0UD8I2077W7W,6003103-U8211-N0P0001170211,3.00,58.00,0.05,NG,3.00,5.40,0.04,NG,0.99,OK,NG
2020-08-05 23:00:14,SK Medium,a,0UD8I20A-W7W,6003103-U8211-N0P0001160211,3.00,58.00,0.04,NG,3.00,5.40,-0.00,NG,0.99,OK,NG
2020-08-05 23:30:06,SK Medium,a,0UD8I20AYW7W,6003103-U8211-N0P0001400211,3.00,58.00,0.04,NG,3.00,5.40,0.05,NG,0.98,OK,NG
2020-08-05 23:35:16,SK Medium,a,0UD8I20A+W7W,6003103-U8211-N0P0001060211,3.00,58.00,0.04,NG,3.00,5.40,0.04,NG,0.99,OK,NG
2020-08-05 23:46:15,SK Medium,a,0UD8I20BGW7W,6003103-U8211-N0P0000950211,3.00,58.00,0.04,NG,3.00,5.40,0.04,NG,0.98,OK,NG
2020-08-05 23:47:43,SK Medium,a,0UD8I20AXW7W,6003103-U8211-N0P0001180211,3.00,58.00,0.03,NG,3.00,5.40,0.03,NG,0.99,OK,NG
