Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
1.000000,Medium,09-07-2020 ,11:37:21,5.400000,3.000000,0.074090,5.400000,3.000000,0.029302,2.5,0.800,0.93,0L1Y00102K59
,555006003103A4P973076O04019-08-11TM035HFHP30-01
,
1.000000,Medium,09-07-2020 ,12:05:57,5.400000,3.000000,0.030034,5.400000,3.000000,0.018451,2.5,0.800,0.93,0L1Y00102K59
,555006003103A4P973076O04019-08-11TM035HFHP30-01
,
1.000000,Medium,09-07-2020 ,12:18:04,5.400000,3.000000,0.014821,5.400000,3.000000,0.011911,2.5,0.800,0.93,0L1Y00102K59
,555006003103A4P973076O04019-08-11TM035HFHP30-01
,
2.000000,Medium,09-07-2020 ,12:19:01,5.400000,3.000000,-0.083339,5.400000,3.000000,-0.002308,2.5,0.800,0.93,0L1Y00102K59
,555006003103A4P973076O04019-08-11TM035HFHP30-01
,
