Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
,Medium,13-07-2020 ,17:38:13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,13-07-2020 ,17:43:40,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,13-07-2020 ,18:06:44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,13-07-2020 ,18:08:33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,13-07-2020 ,18:11:52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,13-07-2020 ,18:15:18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,Medium,13-07-2020 ,19:14:11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
