Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
,SK Global,29-07-2020 ,17:18:52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,17:19:44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,18:07:24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,18:09:54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,18:22:13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,20:05:49,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,20:07:13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,20:20:42,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,20:29:36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,21:18:54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,29-07-2020 ,21:21:07,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
