Sr.No.,Model Name,Date,Time,Keypad Max Value (AI0) ,Keypad Min Value (AI0) ,Keypad Actual Value (AI0) ,Keypad Max Value (AI1) ,Keypad Min Value (AI1) ,Keypad Actual Value (AI1) ,Camera Co-ordinate Max Value,Camera Co-ordinate Min Value,Camera Co-ordinate Actual Value,MIC Code,TFT Display Code,Status
,SK Global,27-07-2020 ,19:22:55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,19:24:39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,20:39:55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,20:43:12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,20:46:43,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,20:47:34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,20:50:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:08:52,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:11:55,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:13:23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:14:26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:15:42,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:18:56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:31:20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:32:48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:34:17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:35:20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:36:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:38:31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:41:04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
,SK Global,27-07-2020 ,21:57:46,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.5,0.800,,,,
